Datetime,Tweet Id,Text,Username
2021-11-06 22:44:53+00:00,1457116807194714112,"Eternals (2021) Movie Review:
""We don’t interfere in their wars"".
https://t.co/kRdPOtI9rv",brad8280
2021-11-06 22:44:43+00:00,1457116766140780547,"This line in the review made me LOL. ""But at this point, the Marvel formula has been recycled so often that sitting through these movies starts to feel eternal."" --Noah Berlatsky, NBC
#Marvel #Eternals",BrianDHinson1
2021-11-06 22:43:56+00:00,1457116566542188548,Eternals review incominggggg,Akintun17211398
2021-11-06 22:43:55+00:00,1457116565867016205,Them critic reviews on rotten tomatoes  are big trash sometimes. I thought eternals was excellent.,KingDanimalz
2021-11-06 22:43:13+00:00,1457116386967396352,@REDACTEDSpider Have you seen his review of Eternals? dude definitely a bigot. Said “I had to look away at that one scene”,MovieGuy919
2021-11-06 22:40:42+00:00,1457115752792789000,"Sooo #Eternals was a mess and pretty poorly made but I also loved it? The Eternals themselves are great, it actually had stakes, the action and direction (when not shot in the dark 🙄) were really good.

I can see why it's got some negative reviews but it's nowhere near that bad.",JJWiafe
2021-11-06 22:39:36+00:00,1457115476069281792,@authorityhop I hope so. I'm also waiting for the day the critics change their reviews for #Eternals. Because they're not dumb. They know how much audiences love the movie. Disney will judge us and they'll judge it for us.,Brodie9992
2021-11-06 22:39:03+00:00,1457115340257771521,"#Eternals is an enjoyable watch even when you're stuck sitting next to a guy who fell asleep on and off, snoring throughout the movie—though I recommend seeing the film sans such distractions.

My review for @fangirlish: https://t.co/vm0ZdxtWZx",wijangco12
2021-11-06 22:38:36+00:00,1457115227661606912,im jus srsly so confused &amp; in shock abt the critics score &amp; some of the negative things they’re saying like i saw a review saying “eternals: chloe zhao’s lifeless marvel movie” &amp; i jus?? LIFELESS????? it literally felt the complete opposite 2 me i do not get it @ all,superxmutants
2021-11-06 22:38:28+00:00,1457115194606428171,"""Eternos"" (2021)
My ★★★ review of Eternals on Letterboxd https://t.co/qAHy7QwZ95",JMarcelompo
2021-11-06 22:38:17+00:00,1457115148297121797,I’m really unsure as to why Eternals has inspired such discourse around its reviews. And also why it’s not getting the same love the MCU usually gets. It’s a big swing for them. Doesn’t reach for audience pleasing as they often do. Content to be its own weird thing.,movie_hangover
2021-11-06 22:37:25+00:00,1457114929195098116,My ★★½ review of Eternals on @letterboxd: https://t.co/TW5nnI7fQg,jacobrspooner
2021-11-06 22:36:50+00:00,1457114782767661060,"LIVE TONIGHT‼️

Join @HarrisHarrisev9, @thefilmcarson, &amp; I as we breakdown Trailers for #Morbius, #Lightyear, Spoiler Review #Eternals, #LastNightInSoho &amp; MORE‼️

Stream:
https://t.co/YOJPZ7PXb5",_NathanRojas
2021-11-06 22:35:32+00:00,1457114453779046403,"Definitely going to have to watch Eternals myself to judge its quality.

I don't trust RT scores when focus's been put on having queer casting, and I don't trust reviews written after its RT score's gotten newsworthy.",Obscurica
2021-11-06 22:35:28+00:00,1457114439291846661,#Eternals was really good! I’m lost at these bad reviews. Certainly different pace but I was really into it!,NashRiskin
2021-11-06 22:35:21+00:00,1457114407079661572,"Date night success! Just watched The Eternals and loved every bit of it! 

FYI... There's nothing like first-hand info vs. reviews and ratings! Go out and get your own experience! 💛 https://t.co/EIqYmEJ7e1",TheBlerdGuy
2021-11-06 22:34:28+00:00,1457114186484420609,https://t.co/9MdAvtds8m From the mind of Jack Kirby brought to life by Oscar-winning director Chloe Zhao (Nomadland). #eternals #chloezhao #marvel #review #kevrock,MiBicknell
2021-11-06 22:34:11+00:00,1457114113503596558,"Loved #Eternals! Very confused about the negative reviews? Interesting direction for the MCU, Angelina Jolie doing her Lara Croft voice… what’s not to like?",JustifyMyLee
2021-11-06 22:33:30+00:00,1457113943256797186,"Don’t care what reviews said, I really liked #Eternals.",workinprog78
2021-11-06 22:33:11+00:00,1457113861111222272,I don’t know why the Eternals movie got shitty reviews. I enjoyed it.,itsmegdre
2021-11-06 22:32:41+00:00,1457113735978434562,I’m proper proper confused by the Eternals reviews. The movie is good.,jpeekay_
2021-11-06 22:32:13+00:00,1457113621675261960,"rt Context Media Founder Torraine Walker Checks In; #Eternals Review; #travisscottconcert Debacle; #JoeBudden Trolling?; No Union for Image?; JLQ (No Black Superteam, huh?); #Crypto Coachella?-The Grindhouse Airs SUN 6pm ET https://t.co/s8JZOWa9Kj",AfronerdRadio
2021-11-06 22:32:13+00:00,1457113620345667594,"Screw those reviews, I really enjoyed The Eternals lol.",Beowulf1426
2021-11-06 22:31:55+00:00,1457113545607319554,I swear if Marvel goes back to its boring generic ass formula because of the negative reviews for #Eternals I will track down all the critics who gave it a bad score,starwarsmcu
